Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
HHS Region 10,Season peak percentage,Bin,percent,4.3,4.4,0.016685732491665054
HHS Region 10,Season peak percentage,Bin,percent,4.4,4.5,0.01732295459046676
HHS Region 10,Season peak percentage,Bin,percent,4.5,4.6,0.01935251266138873
HHS Region 10,Season peak percentage,Bin,percent,4.6,4.7,0.023837012453337737
HHS Region 10,Season peak percentage,Bin,percent,4.7,4.8,0.026075456140405646
HHS Region 10,Season peak percentage,Bin,percent,4.8,4.9,0.02139962563849675
HHS Region 10,Season peak percentage,Bin,percent,4.9,5.0,0.018980895992476453
HHS Region 10,Season peak percentage,Bin,percent,5.0,5.1,0.015518133304241628
HHS Region 10,Season peak percentage,Bin,percent,5.1,5.2,0.013978109512403476
HHS Region 10,Season peak percentage,Bin,percent,5.2,5.3,0.013089880472099491
HHS Region 10,Season peak percentage,Bin,percent,5.3,5.4,0.011792254007899532
HHS Region 10,Season peak percentage,Bin,percent,5.4,5.5,0.011476477842818206
HHS Region 10,Season peak percentage,Bin,percent,5.5,5.6,0.010125616566945344
HHS Region 10,Season peak percentage,Bin,percent,5.6,5.7,0.010126458392318016
HHS Region 10,Season peak percentage,Bin,percent,5.7,5.8,0.008033140195011038
HHS Region 10,Season peak percentage,Bin,percent,5.8,5.9,0.0071040455552123264
HHS Region 10,Season peak percentage,Bin,percent,5.9,6.0,0.0069101494765016645
HHS Region 10,Season peak percentage,Bin,percent,6.0,6.1,0.006702161270399151
HHS Region 10,Season peak percentage,Bin,percent,6.1,6.2,0.006371731738283842
HHS Region 10,Season peak percentage,Bin,percent,6.2,6.3,0.005797136986621301
HHS Region 10,Season peak percentage,Bin,percent,6.3,6.4,0.0056323356064938
HHS Region 10,Season peak percentage,Bin,percent,6.4,6.5,0.005680411031521864
HHS Region 10,Season peak percentage,Bin,percent,6.5,6.6,0.008668246802675816
HHS Region 10,Season peak percentage,Bin,percent,6.6,6.7,0.0055609077383394
HHS Region 10,Season peak percentage,Bin,percent,6.7,6.8,0.005676734024576147
HHS Region 10,Season peak percentage,Bin,percent,6.8,6.9,0.008446193768907916
HHS Region 10,Season peak percentage,Bin,percent,6.9,7.0,0.005958792769648524
HHS Region 10,Season peak percentage,Bin,percent,7.0,7.1,0.01109929077965722
HHS Region 10,Season peak percentage,Bin,percent,7.1,7.2,0.006143531386635715
HHS Region 10,Season peak percentage,Bin,percent,7.2,7.3,0.005780775636393947
HHS Region 10,Season peak percentage,Bin,percent,7.3,7.4,0.004710586312934022
HHS Region 10,Season peak percentage,Bin,percent,7.4,7.5,0.0044463140784483214
HHS Region 10,Season peak percentage,Bin,percent,7.5,7.6,0.004478246699345049
HHS Region 10,Season peak percentage,Bin,percent,7.6,7.7,0.004257049063442558
HHS Region 10,Season peak percentage,Bin,percent,7.7,7.8,0.004362291052488962
HHS Region 10,Season peak percentage,Bin,percent,7.8,7.9,0.0064844423213825785
HHS Region 10,Season peak percentage,Bin,percent,7.9,8.0,0.00663322680486315
HHS Region 10,Season peak percentage,Bin,percent,8.0,8.1,0.003768232474623303
HHS Region 10,Season peak percentage,Bin,percent,8.1,8.2,0.004245897654581685
HHS Region 10,Season peak percentage,Bin,percent,8.2,8.3,0.004314178718038525
HHS Region 10,Season peak percentage,Bin,percent,8.3,8.4,0.007087226282925284
HHS Region 10,Season peak percentage,Bin,percent,8.4,8.5,0.0038504269872070454
HHS Region 10,Season peak percentage,Bin,percent,8.5,8.6,0.003913716181813481
HHS Region 10,Season peak percentage,Bin,percent,8.6,8.7,0.003820886988205302
HHS Region 10,Season peak percentage,Bin,percent,8.7,8.8,0.003465219072086292
HHS Region 10,Season peak percentage,Bin,percent,8.8,8.9,0.006358265497042582
HHS Region 10,Season peak percentage,Bin,percent,8.9,9.0,0.003655864871677518
HHS Region 10,Season peak percentage,Bin,percent,9.0,9.1,0.0038913748541268686
HHS Region 10,Season peak percentage,Bin,percent,9.1,9.2,0.0036651345618625404
HHS Region 10,Season peak percentage,Bin,percent,9.2,9.3,0.005982092823887834
HHS Region 10,Season peak percentage,Bin,percent,9.3,9.4,0.0031774985114234482
HHS Region 10,Season peak percentage,Bin,percent,9.4,9.5,0.0031412117587549912
HHS Region 10,Season peak percentage,Bin,percent,9.5,9.6,0.002749702642185791
HHS Region 10,Season peak percentage,Bin,percent,9.6,9.7,0.002622573273096574
HHS Region 10,Season peak percentage,Bin,percent,9.7,9.8,0.0023577263573881448
HHS Region 10,Season peak percentage,Bin,percent,9.8,9.9,0.0023531503597803666
HHS Region 10,Season peak percentage,Bin,percent,9.9,10.0,0.002377911953737213
HHS Region 10,Season peak percentage,Point,percent,,,4.693960200225371
HHS Region 10,Season peak week,Bin,week,1.0,2.0,0.06337025106922277
HHS Region 10,Season peak week,Bin,week,10.0,11.0,0.03940957556370868
HHS Region 10,Season peak week,Bin,week,11.0,12.0,0.05665782034570997
HHS Region 10,Season peak week,Bin,week,12.0,13.0,0.030403878773585174
HHS Region 10,Season peak week,Bin,week,13.0,14.0,0.018629638450486347
HHS Region 10,Season peak week,Bin,week,14.0,15.0,0.012801801003155398
HHS Region 10,Season peak week,Bin,week,15.0,16.0,0.009082604620531738
HHS Region 10,Season peak week,Bin,week,16.0,17.0,0.007671506081788645
HHS Region 10,Season peak week,Bin,week,17.0,18.0,0.00710691268304507
HHS Region 10,Season peak week,Bin,week,18.0,19.0,0.0045806953137220476
HHS Region 10,Season peak week,Bin,week,19.0,20.0,0.004169147997438597
HHS Region 10,Season peak week,Bin,week,2.0,3.0,0.0565208436908318
HHS Region 10,Season peak week,Bin,week,20.0,21.0,0.003745973533587976
HHS Region 10,Season peak week,Bin,week,3.0,4.0,0.05491419793164809
HHS Region 10,Season peak week,Bin,week,4.0,5.0,0.07324563967272736
HHS Region 10,Season peak week,Bin,week,40.0,41.0,0.0017837656367343105
HHS Region 10,Season peak week,Bin,week,41.0,42.0,0.006230078430692423
HHS Region 10,Season peak week,Bin,week,42.0,43.0,0.0024768763763972105
HHS Region 10,Season peak week,Bin,week,43.0,44.0,0.003376908935271271
HHS Region 10,Season peak week,Bin,week,44.0,45.0,0.004082737151109589
HHS Region 10,Season peak week,Bin,week,45.0,46.0,0.004678520944068537
HHS Region 10,Season peak week,Bin,week,46.0,47.0,0.006071771610299939
HHS Region 10,Season peak week,Bin,week,47.0,48.0,0.011087436450122277
HHS Region 10,Season peak week,Bin,week,48.0,49.0,0.020657473193481823
HHS Region 10,Season peak week,Bin,week,49.0,50.0,0.029389421472115575
HHS Region 10,Season peak week,Bin,week,5.0,6.0,0.07180440572204506
HHS Region 10,Season peak week,Bin,week,50.0,51.0,0.030817008931313013
HHS Region 10,Season peak week,Bin,week,51.0,52.0,0.04505903451519188
HHS Region 10,Season peak week,Bin,week,52.0,53.0,0.07521842657358695
HHS Region 10,Season peak week,Bin,week,6.0,7.0,0.07072882392027996
HHS Region 10,Season peak week,Bin,week,7.0,8.0,0.06942285975724627
HHS Region 10,Season peak week,Bin,week,8.0,9.0,0.06100813371643291
HHS Region 10,Season peak week,Bin,week,9.0,10.0,0.04379582993242119
HHS Region 10,Season peak week,Point,week,,,14.351108110629378
HHS Region 2,1 wk ahead,Bin,percent,0.0,0.1,0.0010563366552858288
HHS Region 2,1 wk ahead,Bin,percent,0.1,0.2,0.0011445246537322394
HHS Region 2,1 wk ahead,Bin,percent,0.2,0.3,0.0012732102773638481
HHS Region 2,1 wk ahead,Bin,percent,0.3,0.4,0.0014766621085388885
HHS Region 2,1 wk ahead,Bin,percent,0.4,0.5,0.0017469619980337336
HHS Region 2,1 wk ahead,Bin,percent,0.5,0.6,0.0022109086793904373
HHS Region 2,1 wk ahead,Bin,percent,0.6,0.7,0.002673034731295216
HHS Region 2,1 wk ahead,Bin,percent,0.7,0.8,0.003359306577942677
HHS Region 2,1 wk ahead,Bin,percent,0.8,0.9,0.0037023267510490135
HHS Region 2,1 wk ahead,Bin,percent,0.9,1.0,0.004703331156284707
HHS Region 2,1 wk ahead,Bin,percent,1.0,1.1,0.0053625454123180285
HHS Region 2,1 wk ahead,Bin,percent,1.1,1.2,0.007848024558637028
HHS Region 2,1 wk ahead,Bin,percent,1.2,1.3,0.008772982496155756
HHS Region 2,1 wk ahead,Bin,percent,1.3,1.4,0.010300318821277576
HHS Region 2,1 wk ahead,Bin,percent,1.4,1.5,0.012501003819112124
HHS Region 2,1 wk ahead,Bin,percent,1.5,1.6,0.017524475380736468
HHS Region 2,1 wk ahead,Bin,percent,1.6,1.7,0.021457339829755114
HHS Region 2,1 wk ahead,Bin,percent,1.7,1.8,0.023528095638325284
HHS Region 2,1 wk ahead,Bin,percent,1.8,1.9,0.027886823052998333
HHS Region 2,1 wk ahead,Bin,percent,1.9,2.0,0.03736765485476225
HHS Region 2,1 wk ahead,Bin,percent,10.0,10.1,0.0002688149904648337
HHS Region 2,1 wk ahead,Bin,percent,10.1,10.2,0.0002718832136385127
HHS Region 2,1 wk ahead,Bin,percent,10.2,10.3,0.00027342827983502384
HHS Region 2,1 wk ahead,Bin,percent,10.3,10.4,0.0002762368548448231
HHS Region 2,1 wk ahead,Bin,percent,10.4,10.5,0.0002778055941362112
HHS Region 2,1 wk ahead,Bin,percent,10.5,10.6,0.0002787435005879074
HHS Region 2,1 wk ahead,Bin,percent,10.6,10.7,0.0002802722463342177
HHS Region 2,1 wk ahead,Bin,percent,10.7,10.8,0.0002804938818952772
HHS Region 2,1 wk ahead,Bin,percent,10.8,10.9,0.000282229557930159
HHS Region 2,1 wk ahead,Bin,percent,10.9,11.0,0.0002807148274038162
HHS Region 2,1 wk ahead,Bin,percent,11.0,11.1,0.00028170735389830976
HHS Region 2,1 wk ahead,Bin,percent,11.1,11.2,0.00027945219992210656
HHS Region 2,1 wk ahead,Bin,percent,11.2,11.3,0.0002796912428375356
HHS Region 2,1 wk ahead,Bin,percent,11.3,11.4,0.00027799218390538465
HHS Region 2,1 wk ahead,Bin,percent,11.4,11.5,0.00027564534420136043
HHS Region 2,1 wk ahead,Bin,percent,11.5,11.6,0.0002735543610985858
HHS Region 2,1 wk ahead,Bin,percent,11.6,11.7,0.00027179612095527096
HHS Region 2,1 wk ahead,Bin,percent,11.7,11.8,0.0002691169552813585
HHS Region 2,1 wk ahead,Bin,percent,11.8,11.9,0.0002655443419672528
HHS Region 2,1 wk ahead,Bin,percent,11.9,12.0,0.00026271905471622365
HHS Region 2,1 wk ahead,Bin,percent,12.0,12.1,0.00025934453273609694
HHS Region 2,1 wk ahead,Bin,percent,12.1,12.2,0.0002558099737636233
HHS Region 2,1 wk ahead,Bin,percent,12.2,12.3,0.00025154906076386166
HHS Region 2,1 wk ahead,Bin,percent,12.3,12.4,0.0002484316778497194
HHS Region 2,1 wk ahead,Bin,percent,12.4,12.5,0.00024469793042736617
HHS Region 2,1 wk ahead,Bin,percent,12.5,12.6,0.00024028449700242384
HHS Region 2,1 wk ahead,Bin,percent,12.6,12.7,0.00023714749741586514
HHS Region 2,1 wk ahead,Bin,percent,12.7,12.8,0.0002326721983675141
HHS Region 2,1 wk ahead,Bin,percent,12.8,12.9,0.00022872717418307505
HHS Region 2,1 wk ahead,Bin,percent,12.9,13.0,0.00022471757605443265
HHS Region 2,1 wk ahead,Bin,percent,13.0,100.0,0.00022406544298356567
HHS Region 2,1 wk ahead,Bin,percent,2.0,2.1,0.04987971532060585
HHS Region 2,1 wk ahead,Bin,percent,2.1,2.2,0.059994290776180424
HHS Region 2,1 wk ahead,Bin,percent,2.2,2.3,0.06453205171745433
HHS Region 2,1 wk ahead,Bin,percent,2.3,2.4,0.07004705770853803
HHS Region 2,1 wk ahead,Bin,percent,2.4,2.5,0.07897034119442425
HHS Region 2,1 wk ahead,Bin,percent,2.5,2.6,0.10489465668416444
HHS Region 2,1 wk ahead,Bin,percent,2.6,2.7,0.07395092573664074
HHS Region 2,1 wk ahead,Bin,percent,2.7,2.8,0.06179942879379222
HHS Region 2,1 wk ahead,Bin,percent,2.8,2.9,0.04908160020336204
HHS Region 2,1 wk ahead,Bin,percent,2.9,3.0,0.038974919690537416
HHS Region 2,1 wk ahead,Bin,percent,3.0,3.1,0.029256931724174588
HHS Region 2,1 wk ahead,Bin,percent,3.1,3.2,0.02039047757508346
HHS Region 2,1 wk ahead,Bin,percent,3.2,3.3,0.015770361154753915
HHS Region 2,1 wk ahead,Bin,percent,3.3,3.4,0.012694967812243408
HHS Region 2,1 wk ahead,Bin,percent,3.4,3.5,0.009395207697343724
HHS Region 2,1 wk ahead,Bin,percent,3.5,3.6,0.007593454972182234
HHS Region 2,1 wk ahead,Bin,percent,3.6,3.7,0.004893584353390409
HHS Region 2,1 wk ahead,Bin,percent,3.7,3.8,0.0044013861027506936
HHS Region 2,1 wk ahead,Bin,percent,3.8,3.9,0.003428541343767669
HHS Region 2,1 wk ahead,Bin,percent,3.9,4.0,0.002993729288123169
HHS Region 2,1 wk ahead,Bin,percent,4.0,4.1,0.002898811296824026
HHS Region 2,1 wk ahead,Bin,percent,4.1,4.2,0.0022974502965882053
HHS Region 2,1 wk ahead,Bin,percent,4.2,4.3,0.0019701073890766147
HHS Region 2,1 wk ahead,Bin,percent,4.3,4.4,0.0016671555989315116
HHS Region 2,1 wk ahead,Bin,percent,4.4,4.5,0.0017042756263006865
HHS Region 2,1 wk ahead,Bin,percent,4.5,4.6,0.0014725171612362965
HHS Region 2,1 wk ahead,Bin,percent,4.6,4.7,0.0012267126948809315
HHS Region 2,1 wk ahead,Bin,percent,4.7,4.8,0.0011735874164088085
HHS Region 2,1 wk ahead,Bin,percent,4.8,4.9,0.0009961180383380461
HHS Region 2,1 wk ahead,Bin,percent,4.9,5.0,0.0009193681280858408
HHS Region 2,1 wk ahead,Bin,percent,5.0,5.1,0.0008069069270678793
HHS Region 2,1 wk ahead,Bin,percent,5.1,5.2,0.0008423818793709017
HHS Region 2,1 wk ahead,Bin,percent,5.2,5.3,0.000717285270875011
HHS Region 2,1 wk ahead,Bin,percent,5.3,5.4,0.0006723162813064305
HHS Region 2,1 wk ahead,Bin,percent,5.4,5.5,0.0006099477672723898
HHS Region 2,1 wk ahead,Bin,percent,5.5,5.6,0.0005639523708179437
HHS Region 2,1 wk ahead,Bin,percent,5.6,5.7,0.0005195011909709063
HHS Region 2,1 wk ahead,Bin,percent,5.7,5.8,0.0004872559889953483
HHS Region 2,1 wk ahead,Bin,percent,5.8,5.9,0.00046497311812142685
HHS Region 2,1 wk ahead,Bin,percent,5.9,6.0,0.000434438362929516
HHS Region 2,1 wk ahead,Bin,percent,6.0,6.1,0.00039943808154208895
HHS Region 2,1 wk ahead,Bin,percent,6.1,6.2,0.00037436265171914885
HHS Region 2,1 wk ahead,Bin,percent,6.2,6.3,0.0003601854560186725
HHS Region 2,1 wk ahead,Bin,percent,6.3,6.4,0.00033422111351280153
HHS Region 2,1 wk ahead,Bin,percent,6.4,6.5,0.0003234851710003663
HHS Region 2,1 wk ahead,Bin,percent,6.5,6.6,0.00030563373068044365
HHS Region 2,1 wk ahead,Bin,percent,6.6,6.7,0.0002881976312828599
HHS Region 2,1 wk ahead,Bin,percent,6.7,6.8,0.00027738508225267597
HHS Region 2,1 wk ahead,Bin,percent,6.8,6.9,0.0002678158135214357
HHS Region 2,1 wk ahead,Bin,percent,6.9,7.0,0.0002682443843007826
HHS Region 2,1 wk ahead,Bin,percent,7.0,7.1,0.0002627321413903225
HHS Region 2,1 wk ahead,Bin,percent,7.1,7.2,0.0002548909450985738
HHS Region 2,1 wk ahead,Bin,percent,7.2,7.3,0.0002569892588251253
HHS Region 2,1 wk ahead,Bin,percent,7.3,7.4,0.0002520184907377918
HHS Region 2,1 wk ahead,Bin,percent,7.4,7.5,0.0002536054114860243
HHS Region 2,1 wk ahead,Bin,percent,7.5,7.6,0.00024801238407080173
HHS Region 2,1 wk ahead,Bin,percent,7.6,7.7,0.0002549259927510113
HHS Region 2,1 wk ahead,Bin,percent,7.7,7.8,0.0002493536575208969
HHS Region 2,1 wk ahead,Bin,percent,7.8,7.9,0.0002400446730305111
HHS Region 2,1 wk ahead,Bin,percent,7.9,8.0,0.00024058873439705805
HHS Region 2,1 wk ahead,Bin,percent,8.0,8.1,0.00024001194941152823
HHS Region 2,1 wk ahead,Bin,percent,8.1,8.2,0.00023498386266523511
HHS Region 2,1 wk ahead,Bin,percent,8.2,8.3,0.0002325825107964086
HHS Region 2,1 wk ahead,Bin,percent,8.3,8.4,0.0002338691054731144
HHS Region 2,1 wk ahead,Bin,percent,8.4,8.5,0.00023022187334810327
HHS Region 2,1 wk ahead,Bin,percent,8.5,8.6,0.00022925937062946402
HHS Region 2,1 wk ahead,Bin,percent,8.6,8.7,0.0002295773898140943
HHS Region 2,1 wk ahead,Bin,percent,8.7,8.8,0.0002305330119125124
HHS Region 2,1 wk ahead,Bin,percent,8.8,8.9,0.00023240102197582646
HHS Region 2,1 wk ahead,Bin,percent,8.9,9.0,0.00023624684738367504
HHS Region 2,1 wk ahead,Bin,percent,9.0,9.1,0.00023668187674344345
HHS Region 2,1 wk ahead,Bin,percent,9.1,9.2,0.00024346177000880668
HHS Region 2,1 wk ahead,Bin,percent,9.2,9.3,0.0002441443073326061
HHS Region 2,1 wk ahead,Bin,percent,9.3,9.4,0.00024656347680781707
HHS Region 2,1 wk ahead,Bin,percent,9.4,9.5,0.00024840332401442137
HHS Region 2,1 wk ahead,Bin,percent,9.5,9.6,0.00025190867151865667
HHS Region 2,1 wk ahead,Bin,percent,9.6,9.7,0.00025883838846262465
HHS Region 2,1 wk ahead,Bin,percent,9.7,9.8,0.0002603665014103858
HHS Region 2,1 wk ahead,Bin,percent,9.8,9.9,0.0002617806592458249
HHS Region 2,1 wk ahead,Bin,percent,9.9,10.0,0.0002661835015982684
HHS Region 2,1 wk ahead,Point,percent,,,2.378932691146704
HHS Region 2,2 wk ahead,Bin,percent,0.0,0.1,0.0009968581276446737
HHS Region 2,2 wk ahead,Bin,percent,0.1,0.2,0.001098417628581654
HHS Region 2,2 wk ahead,Bin,percent,0.2,0.3,0.0012173641363981385
HHS Region 2,2 wk ahead,Bin,percent,0.3,0.4,0.0013932937456178373
HHS Region 2,2 wk ahead,Bin,percent,0.4,0.5,0.0016522719706293
HHS Region 2,2 wk ahead,Bin,percent,0.5,0.6,0.00196831751206411
HHS Region 2,2 wk ahead,Bin,percent,0.6,0.7,0.002447573291736412
HHS Region 2,2 wk ahead,Bin,percent,0.7,0.8,0.002835183617353736
HHS Region 2,2 wk ahead,Bin,percent,0.8,0.9,0.003484559862538274
HHS Region 2,2 wk ahead,Bin,percent,0.9,1.0,0.004283626057156761
HHS Region 2,2 wk ahead,Bin,percent,1.0,1.1,0.005379707079287388
HHS Region 2,2 wk ahead,Bin,percent,1.1,1.2,0.006667526145611889
HHS Region 2,2 wk ahead,Bin,percent,1.2,1.3,0.007619006492198845
HHS Region 2,2 wk ahead,Bin,percent,1.3,1.4,0.008143836742591162
HHS Region 2,2 wk ahead,Bin,percent,1.4,1.5,0.009565005321282856
HHS Region 2,2 wk ahead,Bin,percent,1.5,1.6,0.010776531577563215
HHS Region 2,2 wk ahead,Bin,percent,1.6,1.7,0.012360843149097859
HHS Region 2,2 wk ahead,Bin,percent,1.7,1.8,0.015170417000031725
HHS Region 2,2 wk ahead,Bin,percent,1.8,1.9,0.021450486821663662
HHS Region 2,2 wk ahead,Bin,percent,1.9,2.0,0.029207975094094257
HHS Region 2,2 wk ahead,Bin,percent,10.0,10.1,0.00022079058178911957
HHS Region 2,2 wk ahead,Bin,percent,10.1,10.2,0.0002195899344153183
HHS Region 2,2 wk ahead,Bin,percent,10.2,10.3,0.00021809727762949543
HHS Region 2,2 wk ahead,Bin,percent,10.3,10.4,0.00021998721783820786
HHS Region 2,2 wk ahead,Bin,percent,10.4,10.5,0.0002182422160931413
HHS Region 2,2 wk ahead,Bin,percent,10.5,10.6,0.00021835839935842557
HHS Region 2,2 wk ahead,Bin,percent,10.6,10.7,0.00022001522957452958
HHS Region 2,2 wk ahead,Bin,percent,10.7,10.8,0.0002185639396521495
HHS Region 2,2 wk ahead,Bin,percent,10.8,10.9,0.00021876952730034199
HHS Region 2,2 wk ahead,Bin,percent,10.9,11.0,0.00021883732794230858
HHS Region 2,2 wk ahead,Bin,percent,11.0,11.1,0.0002174631000232648
HHS Region 2,2 wk ahead,Bin,percent,11.1,11.2,0.0002177660163116057
HHS Region 2,2 wk ahead,Bin,percent,11.2,11.3,0.0002167798516215647
HHS Region 2,2 wk ahead,Bin,percent,11.3,11.4,0.00021655447259056354
HHS Region 2,2 wk ahead,Bin,percent,11.4,11.5,0.000217137327341998
HHS Region 2,2 wk ahead,Bin,percent,11.5,11.6,0.00021573209766269428
HHS Region 2,2 wk ahead,Bin,percent,11.6,11.7,0.00021637138700988126
HHS Region 2,2 wk ahead,Bin,percent,11.7,11.8,0.0002160951300495524
HHS Region 2,2 wk ahead,Bin,percent,11.8,11.9,0.00021657234537310213
HHS Region 2,2 wk ahead,Bin,percent,11.9,12.0,0.0002177492166240916
HHS Region 2,2 wk ahead,Bin,percent,12.0,12.1,0.0002158637331743728
HHS Region 2,2 wk ahead,Bin,percent,12.1,12.2,0.0002166529827664146
HHS Region 2,2 wk ahead,Bin,percent,12.2,12.3,0.00021636345793170592
HHS Region 2,2 wk ahead,Bin,percent,12.3,12.4,0.00021587616941898344
HHS Region 2,2 wk ahead,Bin,percent,12.4,12.5,0.0002157327765539091
HHS Region 2,2 wk ahead,Bin,percent,12.5,12.6,0.00021554075928368208
HHS Region 2,2 wk ahead,Bin,percent,12.6,12.7,0.00021863310214340924
HHS Region 2,2 wk ahead,Bin,percent,12.7,12.8,0.00021785734547801285
HHS Region 2,2 wk ahead,Bin,percent,12.8,12.9,0.0002169119555419976
HHS Region 2,2 wk ahead,Bin,percent,12.9,13.0,0.00021653737891861875
HHS Region 2,2 wk ahead,Bin,percent,13.0,100.0,0.00021959914615611484
HHS Region 2,2 wk ahead,Bin,percent,2.0,2.1,0.042390212553326784
HHS Region 2,2 wk ahead,Bin,percent,2.1,2.2,0.055473582419334484
HHS Region 2,2 wk ahead,Bin,percent,2.2,2.3,0.05905267793963121
HHS Region 2,2 wk ahead,Bin,percent,2.3,2.4,0.05999061723879364
HHS Region 2,2 wk ahead,Bin,percent,2.4,2.5,0.06653571883149094
HHS Region 2,2 wk ahead,Bin,percent,2.5,2.6,0.0882749506585859
HHS Region 2,2 wk ahead,Bin,percent,2.6,2.7,0.06901507589258139
HHS Region 2,2 wk ahead,Bin,percent,2.7,2.8,0.06325178433955353
HHS Region 2,2 wk ahead,Bin,percent,2.8,2.9,0.056187226886407406
HHS Region 2,2 wk ahead,Bin,percent,2.9,3.0,0.0474375969617936
HHS Region 2,2 wk ahead,Bin,percent,3.0,3.1,0.039169666841123565
HHS Region 2,2 wk ahead,Bin,percent,3.1,3.2,0.03231112745414428
HHS Region 2,2 wk ahead,Bin,percent,3.2,3.3,0.025753207969028063
HHS Region 2,2 wk ahead,Bin,percent,3.3,3.4,0.021652464525806058
HHS Region 2,2 wk ahead,Bin,percent,3.4,3.5,0.016660073491634474
HHS Region 2,2 wk ahead,Bin,percent,3.5,3.6,0.01479702935291209
HHS Region 2,2 wk ahead,Bin,percent,3.6,3.7,0.012079334270860215
HHS Region 2,2 wk ahead,Bin,percent,3.7,3.8,0.0102242486822964
HHS Region 2,2 wk ahead,Bin,percent,3.8,3.9,0.00842116301948887
HHS Region 2,2 wk ahead,Bin,percent,3.9,4.0,0.005321660851068833
HHS Region 2,2 wk ahead,Bin,percent,4.0,4.1,0.0043428033397650894
HHS Region 2,2 wk ahead,Bin,percent,4.1,4.2,0.003844063754898804
HHS Region 2,2 wk ahead,Bin,percent,4.2,4.3,0.0037208033096474647
HHS Region 2,2 wk ahead,Bin,percent,4.3,4.4,0.0036422476247900655
HHS Region 2,2 wk ahead,Bin,percent,4.4,4.5,0.0031143185203867537
HHS Region 2,2 wk ahead,Bin,percent,4.5,4.6,0.002655351930145096
HHS Region 2,2 wk ahead,Bin,percent,4.6,4.7,0.0023344496254185517
HHS Region 2,2 wk ahead,Bin,percent,4.7,4.8,0.0021766413653629708
HHS Region 2,2 wk ahead,Bin,percent,4.8,4.9,0.0017440877058957935
HHS Region 2,2 wk ahead,Bin,percent,4.9,5.0,0.0013973040026643724
HHS Region 2,2 wk ahead,Bin,percent,5.0,5.1,0.001201662121493171
HHS Region 2,2 wk ahead,Bin,percent,5.1,5.2,0.0010646760596154782
HHS Region 2,2 wk ahead,Bin,percent,5.2,5.3,0.0012020813198453252
HHS Region 2,2 wk ahead,Bin,percent,5.3,5.4,0.001029396631698579
HHS Region 2,2 wk ahead,Bin,percent,5.4,5.5,0.0008935272546441315
HHS Region 2,2 wk ahead,Bin,percent,5.5,5.6,0.0009131334502347773
HHS Region 2,2 wk ahead,Bin,percent,5.6,5.7,0.0008572509834399186
HHS Region 2,2 wk ahead,Bin,percent,5.7,5.8,0.0008328019146633394
HHS Region 2,2 wk ahead,Bin,percent,5.8,5.9,0.000714297974110732
HHS Region 2,2 wk ahead,Bin,percent,5.9,6.0,0.0007047257370808829
HHS Region 2,2 wk ahead,Bin,percent,6.0,6.1,0.0007029508912358866
HHS Region 2,2 wk ahead,Bin,percent,6.1,6.2,0.0006001072462317584
HHS Region 2,2 wk ahead,Bin,percent,6.2,6.3,0.0005668847559647977
HHS Region 2,2 wk ahead,Bin,percent,6.3,6.4,0.0005232074795994526
HHS Region 2,2 wk ahead,Bin,percent,6.4,6.5,0.0004942882646799603
HHS Region 2,2 wk ahead,Bin,percent,6.5,6.6,0.0004686215476240997
HHS Region 2,2 wk ahead,Bin,percent,6.6,6.7,0.0004289977165444012
HHS Region 2,2 wk ahead,Bin,percent,6.7,6.8,0.00040687197208106967
HHS Region 2,2 wk ahead,Bin,percent,6.8,6.9,0.00038961763812572704
HHS Region 2,2 wk ahead,Bin,percent,6.9,7.0,0.00037029966984801515
HHS Region 2,2 wk ahead,Bin,percent,7.0,7.1,0.0003550879044105072
HHS Region 2,2 wk ahead,Bin,percent,7.1,7.2,0.00041448539160755137
HHS Region 2,2 wk ahead,Bin,percent,7.2,7.3,0.0003487051007886687
HHS Region 2,2 wk ahead,Bin,percent,7.3,7.4,0.0003291722955706138
HHS Region 2,2 wk ahead,Bin,percent,7.4,7.5,0.0003238336316833785
HHS Region 2,2 wk ahead,Bin,percent,7.5,7.6,0.0003114006152291047
HHS Region 2,2 wk ahead,Bin,percent,7.6,7.7,0.00031505705494569826
HHS Region 2,2 wk ahead,Bin,percent,7.7,7.8,0.0002965638383660081
HHS Region 2,2 wk ahead,Bin,percent,7.8,7.9,0.00029290709071227
HHS Region 2,2 wk ahead,Bin,percent,7.9,8.0,0.00028236300280518235
HHS Region 2,2 wk ahead,Bin,percent,8.0,8.1,0.00028296603846736525
HHS Region 2,2 wk ahead,Bin,percent,8.1,8.2,0.000279306008878924
HHS Region 2,2 wk ahead,Bin,percent,8.2,8.3,0.0002761101159466576
HHS Region 2,2 wk ahead,Bin,percent,8.3,8.4,0.00027336039000410334
HHS Region 2,2 wk ahead,Bin,percent,8.4,8.5,0.0002645530943842452
HHS Region 2,2 wk ahead,Bin,percent,8.5,8.6,0.0002573994840653391
HHS Region 2,2 wk ahead,Bin,percent,8.6,8.7,0.0002572377581567114
HHS Region 2,2 wk ahead,Bin,percent,8.7,8.8,0.0002479086025481481
HHS Region 2,2 wk ahead,Bin,percent,8.8,8.9,0.0002492150278311552
HHS Region 2,2 wk ahead,Bin,percent,8.9,9.0,0.0002442839293708782
HHS Region 2,2 wk ahead,Bin,percent,9.0,9.1,0.0002465343692367006
HHS Region 2,2 wk ahead,Bin,percent,9.1,9.2,0.0002449583387248252
